SRX2375602	TFs and others	Prox1	Liver	Liver	22246	35/66	5/36	-3.96829	-0.455734	3.81818
SRX547095	TFs and others	Hnf4a	Liver	Liver	26935	39/66	7/36	-3.83046	-0.455734	3.03896
SRX2375600	TFs and others	Prox1	Liver	Liver	17725	31/66	4/36	-3.68849	-0.455734	4.22727
SRX547086	TFs and others	Gtf2b	Liver	Liver	6210	34/66	5/36	-3.64161	-0.455734	3.70909
SRX547088	TFs and others	Gtf2e2	Liver	Liver	4292	33/66	5/36	-3.56831	-0.455734	3.6
SRX6818040	TFs and others	Tcf4	Others	Mesenchymal stem cells	15627	1/66	9/36	-3.51765	-0.455734	0.0606061
SRX6817414	TFs and others	Hnf4a	Embryo	Embryonic liver	22096	35/66	6/36	-3.48378	-0.455734	3.18182
SRX2375607	TFs and others	Hnf4a	Liver	Liver	34640	40/66	8/36	-3.46027	-0.455734	2.72727
SRX10659676	TFs and others	Hnf4a	Liver	Liver	32410	39/66	8/36	-3.39718	-0.443796	2.65909
SRX8388048	TFs and others	Smarca4	Adipocyte	Brown preadipocytes	13107	5/66	13/36	-3.17179	-0.332694	0.20979
SRX204704	TFs and others	Cebpa	Liver	Liver	8486	23/66	2/36	-3.15267	-0.332694	6.27273
SRX1092950	TFs and others	Cebpa	Liver	Liver	34777	40/66	9/36	-3.08751	-0.332694	2.42424
SRX2375608	TFs and others	Hnf4a	Liver	Liver	35908	40/66	9/36	-3.08751	-0.332694	2.42424
SRX2400137	TFs and others	Smc3	Blood	CD4 CD8 double negative cells	13100	1/66	8/36	-3.03949	-0.332694	0.0681818
SRX3771846	TFs and others	Nr3c1	Liver	Liver	1249	15/66	0/36	-3.02296	-0.332694	inf
SRX5578681	TFs and others	Biotin	Pluripotent stem cell	ES cells	7019	6/66	13/36	-2.87758	-0.332694	0.251748
SRX1357057	TFs and others	Crebbp	Adipocyte	Brown preadipocytes	8416	3/66	10/36	-2.85683	-0.332694	0.163636
SRX1672063	TFs and others	Elf5	Breast	Mammary glands	33248	3/66	10/36	-2.85683	-0.332694	0.163636
SRX414999	TFs and others	Clock	Liver	Liver	16236	35/66	7/36	-2.84896	-0.332694	2.72727
SRX204700	TFs and others	Cebpa	Liver	Liver	21418	32/66	6/36	-2.84271	-0.332694	2.90909
SRX1318635	TFs and others	Six2	Embryo	Embryonic kidney	8083	0/66	6/36	-2.83968	-0.332694	0
SRX10659672	TFs and others	Hnf4a	Liver	Liver	26450	37/66	8/36	-2.80551	-0.332694	2.52273
SRX1092954	TFs and others	Cebpa	Liver	Liver	25062	37/66	8/36	-2.80551	-0.332694	2.52273
SRX6817422	TFs and others	Hnf4a	Liver	Liver	24430	37/66	8/36	-2.80551	-0.332694	2.52273
SRX2980168	TFs and others	Cebpa	Blood	Myeloid leukemia	14555	7/66	14/36	-2.80489	-0.332694	0.272727
SRX5142531	TFs and others	Ppara	Liver	Liver	42928	39/66	9/36	-2.78033	-0.332694	2.36364
SRX10659674	TFs and others	Hnf4a	Liver	Liver	23690	36/66	8/36	-2.74743	-0.332694	2.45455
SRX5028170	TFs and others	Ncor1	Liver	Liver	32673	38/66	9/36	-2.72768	-0.332694	2.30303
SRX661421	TFs and others	Nr3c1	Liver	Liver	31848	38/66	9/36	-2.72768	-0.332694	2.30303
SRX2649451	TFs and others	Nelfa	Liver	Liver	7654	30/66	5/36	-2.70824	-0.332694	3.27273
SRX6827304	TFs and others	Esr1	Uterus	Uterus	53666	11/66	17/36	-2.67521	-0.332694	0.352941
SRX1672890	TFs and others	Runx2	Others	Mesenchymal stem cells	20414	4/66	11/36	-2.65959	-0.332694	0.198347
SRX2580289	TFs and others	Smc3	Blood	CD4 CD8 double negative cells	20625	4/66	11/36	-2.65959	-0.332694	0.198347
SRX8388090	TFs and others	Smarca4	Adipocyte	Brown preadipocytes	23158	4/66	11/36	-2.65959	-0.332694	0.198347
DRX178619	TFs and others	Dbp	Liver	Liver	11507	21/66	2/36	-2.61207	-0.332694	5.72727
SRX655369	TFs and others	Nfil3	Liver	Liver	15541	31/66	6/36	-2.59362	-0.332694	2.81818
SRX2039592	TFs and others	Epitope tags	Liver	Liver	5123	18/66	1/36	-2.59236	-0.332694	9.81818
SRX2796970	TFs and others	Cbx7	Pluripotent stem cell	ES cells	2148	1/66	7/36	-2.5767	-0.332694	0.0779221
SRX8388068	TFs and others	Arid1a	Adipocyte	Brown preadipocytes	5038	1/66	7/36	-2.5767	-0.332694	0.0779221
SRX423964	TFs and others	Cebpb	Bone	MC3T3-E1	38705	12/66	17/36	-2.55564	-0.332694	0.385027
SRX554628	TFs and others	Suz12	Pluripotent stem cell	ES cells	14589	12/66	17/36	-2.55564	-0.332694	0.385027
SRX2375601	TFs and others	Prox1	Liver	Liver	22210	33/66	7/36	-2.53295	-0.332694	2.57143
SRX1092952	TFs and others	Cebpa	Liver	Liver	27888	35/66	8/36	-2.49093	-0.332694	2.38636
SRX547094	TFs and others	Hnf4a	Liver	Liver	23140	35/66	8/36	-2.49093	-0.332694	2.38636
SRX047645	TFs and others	Cebpd	Embryonic fibroblast	3T3-L1	6815	2/66	8/36	-2.47484	-0.332694	0.136364
SRX1425169	TFs and others	Elf5	Breast	Mammary glands	19967	2/66	8/36	-2.47484	-0.332694	0.136364
SRX1672031	TFs and others	Elf5	Breast	Mammary glands	19951	2/66	8/36	-2.47484	-0.332694	0.136364
SRX2599807	TFs and others	Med1	Embryonic fibroblast	3T3-L1	6854	2/66	8/36	-2.47484	-0.332694	0.136364
SRX4169552	TFs and others	Nr3c1	Breast	Mammary glands	19207	2/66	8/36	-2.47484	-0.332694	0.136364
SRX6818037	TFs and others	Tcf4	Others	Mesenchymal stem cells	16476	2/66	8/36	-2.47484	-0.332694	0.136364
