SRX1898037	TFs and others	RAG1	Blood	REH	30711	185/589	11/173	-12.2445	-8.0304	4.93981
SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	249/589	26/173	-11.1279	-7.21483	2.81292
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	273/589	32/173	-10.9486	-7.21162	2.50578
SRX4172745	TFs and others	GATA1	Digestive tract	HCT 116	12333	232/589	23/173	-10.6878	-7.07576	2.96272
SRX5527615	TFs and others	EP300	Cardiovascular	HUVEC	27870	242/589	26/173	-10.3742	-6.85907	2.73384
SRX7061817	TFs and others	BRD2	Blood	SEM	24707	333/589	49/173	-10.2746	-6.83865	1.99608
SRX5527617	TFs and others	EP300	Cardiovascular	HUVEC	26078	284/589	38/173	-9.46906	-6.10006	2.19516
SRX9178841	TFs and others	HAP1	Blood	HAP1	9141	140/589	8/173	-9.11977	-5.80876	5.14007
SRX4172743	TFs and others	GATA1	Digestive tract	HCT 116	11164	206/589	21/173	-8.82586	-5.566	2.88124
SRX5738754	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24362	217/589	24/173	-8.53729	-5.32319	2.6557
SRX4172744	TFs and others	GATA1	Digestive tract	HCT 116	10091	152/589	11/173	-8.48346	-5.31075	4.05865
SRX534844	TFs and others	CHD8	Neural	Neural Stem Cells	24387	344/589	57/173	-8.33512	-5.2002	1.77261
SRX2251223	TFs and others	BRD4	Prostate	C4-2	29879	244/589	31/173	-8.24113	-5.15099	2.31185
SRX2009518	TFs and others	BRD2	Neural	Diffuse intrinsic pontine glioma	11979	231/589	28/173	-8.21896	-5.15099	2.42317
SRX4172742	TFs and others	GATA1	Digestive tract	HCT 116	10123	184/589	18/173	-8.0808	-5.04497	3.00245
SRX5738753	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	22856	202/589	22/173	-8.05495	-5.04497	2.69687
SRX2251225	TFs and others	BRD4	Prostate	C4-2	24585	216/589	25/173	-8.02273	-5.03908	2.53772
SRX5738755	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24048	206/589	23/173	-7.97276	-5.01533	2.63069
SRX5527609	TFs and others	EP300	Cardiovascular	HAEC	19398	187/589	19/173	-7.95068	-5.01533	2.89081
SRX9178813	TFs and others	HAP1	Blood	HAP1	6985	110/589	5/173	-7.91746	-5.00439	6.4618
SRX5738751	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	17499	167/589	15/173	-7.83756	-4.94568	3.27006
SRX8570844	TFs and others	HAP1	Blood	KBM-7	30809	247/589	33/173	-7.70951	-4.85632	2.19844
SRX5527607	TFs and others	EP300	Cardiovascular	HAEC	15525	156/589	13/173	-7.70869	-4.85632	3.52462
SRX9550859	TFs and others	FOXA1	Prostate	Prostate cancer	34888	373/589	68/173	-7.57486	-4.75384	1.61113
SRX2897220	TFs and others	ESR1	Breast	Breast cancer cells	14930	203/589	23/173	-7.57	-4.75384	2.59238
