SRX7972428	TFs and others	MKL2	Epidermis	MKL-2	31883	44/177	351/795	-5.73872	-1.80964	0.56304
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	42/177	339/795	-5.6166	-1.80964	0.556472
SRX8570844	TFs and others	HAP1	Blood	KBM-7	30809	37/177	313/795	-5.60517	-1.80964	0.530947
SRX8570845	TFs and others	HAP1	Blood	KBM-7	32790	49/177	371/795	-5.46167	-1.79324	0.59322
SRX8570841	TFs and others	HAP1	Blood	KBM-7	30100	34/177	292/795	-5.36692	-1.79324	0.522986
SRX186646	TFs and others	PHF8	Blood	K-562	24555	102/177	597/795	-5.12244	-1.66007	0.767396
SRX5738752	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	23186	27/177	249/795	-5.05851	-1.66007	0.487033
SRX359916	TFs and others	RELA	Digestive tract	LoVo	5895	63/177	431/795	-5.02963	-1.66007	0.656534
SRX534844	TFs and others	CHD8	Neural	Neural Stem Cells	24387	67/177	446/795	-4.86978	-1.57378	0.674736
SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	36/177	295/795	-4.81539	-1.57378	0.548118
SRX116436	TFs and others	PHF8	Blood	K-562	20135	86/177	526/795	-4.79671	-1.57378	0.734356
SRX190346	TFs and others	CREB1	Blood	K-562	11807	76/177	483/795	-4.76725	-1.57378	0.706741
SRX9550859	TFs and others	FOXA1	Prostate	Prostate cancer	34888	71/177	460/795	-4.70623	-1.54752	0.693257
SRX4172743	TFs and others	GATA1	Digestive tract	HCT 116	11164	24/177	225/795	-4.59959	-1.47306	0.479096
SRX1478537	TFs and others	EP300	Kidney	Kidney Cortex	15725	71/177	458/795	-4.55262	-1.4693	0.696285
SRX5738755	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24048	35/177	285/795	-4.53783	-1.4693	0.551591
SRX10760645	TFs and others	BRD2	Blood	MM.1S	16817	93/177	550/795	-4.46536	-1.45683	0.759476
SRX6935370	TFs and others	MYCN	Neural	COG-N-415	14600	98/177	570/795	-4.45688	-1.45683	0.772227
SRX3737118	TFs and others	NELFA	Kidney	293	10813	74/177	470/795	-4.42679	-1.45683	0.707176
SRX5527609	TFs and others	EP300	Cardiovascular	HAEC	19398	22/177	211/795	-4.41704	-1.45683	0.468311
SRX4377539	TFs and others	BRD2	Breast	MDA-MB-231	18933	90/177	537/795	-4.38791	-1.45683	0.75277
SRX2270409	TFs and others	JMJD6	Others	Tumor	12999	46/177	337/795	-4.37099	-1.45683	0.613087
SRX5738754	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24362	40/177	307/795	-4.36776	-1.45683	0.585215
SRX6935374	TFs and others	MYCN	Neural	LA-N-5	21918	118/177	645/795	-4.32995	-1.43751	0.821705
SRX116437	TFs and others	PHF8	Blood	K-562	21221	92/177	544/795	-4.27609	-1.40138	0.759596
SRX7719078	TFs and others	SMAD3	Others	H69	12184	66/177	430/795	-4.21162	-1.35394	0.689397
SRX3591437	TFs and others	BRD4	Blood	B-CLL cells	11356	77/177	478/795	-4.13395	-1.29266	0.72353
SRX9599278	TFs and others	REST	Uterus	HEC-1-B	4890	13/177	150/795	-4.05399	-1.22849	0.389266
SRX2251225	TFs and others	BRD4	Prostate	C4-2	24585	32/177	259/795	-4.0374	-1.22714	0.554938
SRX6780866	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	10421	96/177	555/795	-4.01713	-1.2216	0.776913
SRX8570843	TFs and others	HAP1	Blood	KBM-7	23581	22/177	203/795	-3.95328	-1.18108	0.486766
SRX6068073	TFs and others	PGR	Uterus	Endometrium	16371	86/177	513/795	-3.94858	-1.18108	0.752965
SRX2251223	TFs and others	BRD4	Prostate	C4-2	29879	41/177	304/795	-3.90198	-1.14784	0.605765
SRX103444	TFs and others	BRD4	Blood	CD4+ T cells	5780	49/177	344/795	-3.88579	-1.14461	0.639781
SRX8082233	TFs and others	BRD4	Epidermis	Keratinocytes	11652	43/177	314/795	-3.85777	-1.12918	0.615082
SRX190313	TFs and others	CREB1	Uterus	ECC-1	4282	34/177	267/795	-3.8279	-1.1255	0.571955
SRX5738756	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	27111	44/177	317/795	-3.82462	-1.1255	0.623429
SRX4377538	TFs and others	BRD2	Breast	MDA-MB-231	16922	87/177	516/795	-3.81475	-1.1255	0.757292
SRX7719077	TFs and others	SMAD3	Others	H69	10619	55/177	371/795	-3.80709	-1.1255	0.66586
SRX4172745	TFs and others	GATA1	Digestive tract	HCT 116	12333	31/177	250/795	-3.79475	-1.12416	0.556949
SRX684291	TFs and others	NELFE	Uterus	HeLa	13333	72/177	450/795	-3.78093	-1.12106	0.718644
SRX3433644	TFs and others	USP7	Blood	CUTLL1	22404	140/177	715/795	-3.76041	-1.11423	0.87946
SRX5501656	TFs and others	DDX21	Epidermis	A-375	6818	63/177	407/795	-3.75341	-1.11423	0.695248
SRX7061817	TFs and others	BRD2	Blood	SEM	24707	71/177	441/795	-3.61784	-0.996578	0.723125
SRX189238	TFs and others	MAX	Lung	NCI-H128	24130	126/177	666/795	-3.61602	-0.996578	0.849748
SRX359882	TFs and others	CREB1	Digestive tract	LoVo	2788	26/177	219/795	-3.58611	-0.981684	0.53324
SRX3586367	TFs and others	RUNX1	Blood	Pre-B lymphoblast cells	19829	104/177	580/795	-3.58224	-0.981684	0.805377
SRX5738751	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	17499	21/177	190/795	-3.56601	-0.974597	0.496432
SRX6961666	TFs and others	SUPT5H	Digestive tract	HCT 116	18211	115/177	624/795	-3.54052	-0.961297	0.827765
SRX4377551	TFs and others	BRD2	Breast	MDA-MB-231	14157	80/177	479/795	-3.53498	-0.961297	0.75015
SRX116465	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10414	45/177	316/795	-3.52344	-0.958356	0.639616
SRX9702210	TFs and others	IRF3	Blood	MM.1S	28869	119/177	637/795	-3.51472	-0.95807	0.839076
SRX5089551	TFs and others	BRD4	Breast	MCF-7	9212	14/177	148/795	-3.49031	-0.94226	0.424874
SRX3271003	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	15286	62/177	398/795	-3.48252	-0.94226	0.699685
SRX1136734	TFs and others	JUND	Epidermis	Melanoma	4003	37/177	274/795	-3.44263	-0.910339	0.60652
SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	52/177	348/795	-3.41289	-0.905697	0.671147
SRX5442198	TFs and others	FOXP1	Blood	OCI-LY1	83564	137/177	702/795	-3.41191	-0.905697	0.876551
SRX2897220	TFs and others	ESR1	Breast	Breast cancer cells	14930	34/177	258/795	-3.40269	-0.905697	0.591906
SRX6780855	TFs and others	CRTC1	Neural	Frontal cortex	3005	27/177	222/795	-3.4006	-0.905697	0.546267
SRX186705	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10408	45/177	315/795	-3.4002	-0.905697	0.641646
SRX5527615	TFs and others	EP300	Cardiovascular	HUVEC	27870	40/177	290/795	-3.37419	-0.897065	0.619521
SRX4377529	TFs and others	BRD2	Breast	MDA-MB-231	14102	88/177	511/795	-3.35937	-0.897065	0.773492
SRX1998402	TFs and others	EZH2	Muscle	Rhabdomyosarcoma	9119	74/177	450/795	-3.35373	-0.897065	0.738606
SRX895435	TFs and others	SUMO2	Prostate	VCaP	5373	8/177	107/795	-3.35207	-0.897065	0.335815
SRX8984329	TFs and others	RAD21	Bone	A-673	16344	19/177	30/795	-3.34471	-0.897065	2.84463
SRX7748767	TFs and others	BRD2	Digestive tract	DLD-1	5598	14/177	146/795	-3.33787	-0.897065	0.430694
SRX6935381	TFs and others	MYC	Neural	SK-N-AS	8746	68/177	423/795	-3.33733	-0.897065	0.722042
SRX2043230	TFs and others	TCF3	Blood	RCH-ACV	41561	139/177	707/795	-3.33721	-0.897065	0.883058
SRX9867024	TFs and others	BCL11B	Blood	TALL-1	29842	131/177	680/795	-3.32857	-0.894765	0.865279
SRX6935376	TFs and others	MYCN	Neural	NB-1643	14816	100/177	561/795	-3.31689	-0.889334	0.800628
SRX5824565	TFs and others	BRD2	Breast	SUM 149PT	18272	106/177	583/795	-3.30293	-0.881535	0.816641
SRX5527607	TFs and others	EP300	Cardiovascular	HAEC	15525	21/177	186/795	-3.28476	-0.871989	0.507108
SRX1514992	TFs and others	GFP	Kidney	293	9857	22/177	39/795	-3.28132	-0.871989	2.53368
SRX4377528	TFs and others	BRD2	Breast	MDA-MB-231	14167	81/177	479/795	-3.26598	-0.862558	0.759527
SRX129107	TFs and others	MAX	Lung	NCI-H128	32315	145/177	726/795	-3.2577	-0.860108	0.897068
SRX5824569	TFs and others	BRD2	Breast	SUM 149PT	16930	113/177	610/795	-3.23595	-0.844403	0.832037
SRX5289960	TFs and others	NR3C1	Lung	BEAS-2B	25106	121/177	640/795	-3.2274	-0.844403	0.849179
SRX9550860	TFs and others	FOXA1	Prostate	Prostate cancer	54609	89/177	512/795	-3.22065	-0.844403	0.780753
SRX204903	TFs and others	BRD4	Blood	MM.1S	17953	60/177	383/795	-3.21943	-0.844403	0.703633
SRX7719080	TFs and others	SMAD3	Others	H69	10951	63/177	396/795	-3.20061	-0.831046	0.714561
SRX2982416	TFs and others	FOXA1	Uterus	Ishikawa	32008	37/177	269/795	-3.17905	-0.821426	0.617793
SRX6935378	TFs and others	MYC	Neural	NB69	8797	51/177	340/795	-3.17395	-0.821426	0.673729
SRX9029200	TFs and others	POU2F2	Blood	Monocytes-CD14+	2981	26/177	212/795	-3.17057	-0.821426	0.550847
SRX1036365	TFs and others	RUNX1	Blood	Peripheral blood stem cells	17551	119/177	633/795	-3.16698	-0.821426	0.844378
SRX668342	TFs and others	GFP	Kidney	293	1926	11/177	124/795	-3.16235	-0.821426	0.398442
SRX6780865	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	9637	93/177	529/795	-3.15482	-0.821426	0.789625
SRX9730740	TFs and others	BRD4	Blood	THP-1	23322	85/177	493/795	-3.15456	-0.821426	0.774401
SRX10333909	TFs and others	SUPT5H	Digestive tract	DLD-1	13854	84/177	489/795	-3.14954	-0.821369	0.77155
SRX752907	TFs and others	CREB1	Prostate	LNCAP	16061	129/177	669/795	-3.14185	-0.818586	0.866079
SRX9178826	TFs and others	HAP1	Blood	HAP1	14614	54/177	352/795	-3.13003	-0.811619	0.689041
SRX3591428	TFs and others	BRD4	Blood	B-CLL cells	7917	40/177	285/795	-3.10977	-0.796158	0.63039
