SRX1898037	TFs and others	RAG1	Blood	REH	30711	494/2926	33/60	-10.3627	-6.08956	0.306966
SRX5738754	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24362	667/2926	37/60	-9.65819	-5.68608	0.369659
SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	785/2926	38/60	-8.06542	-4.2694	0.423607
SRX5527609	TFs and others	EP300	Cardiovascular	HAEC	19398	564/2926	31/60	-7.51438	-3.8433	0.373073
SRX5527615	TFs and others	EP300	Cardiovascular	HUVEC	27870	702/2926	34/60	-6.91227	-3.41572	0.423385
SRX2765965	TFs and others	HMGB2	Cardiovascular	HUVEC	3554	428/2926	26/60	-6.91071	-3.41572	0.337557
SRX5738752	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	23186	536/2926	29/60	-6.76358	-3.3444	0.379004
SRX5738756	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	27111	721/2926	34/60	-6.71445	-3.3444	0.434844
SRX8570843	TFs and others	HAP1	Blood	KBM-7	23581	542/2926	29/60	-6.65904	-3.34014	0.383247
SRX5527617	TFs and others	EP300	Cardiovascular	HUVEC	26078	861/2926	37/60	-6.34912	-3.07598	0.477176
SRX534844	TFs and others	CHD8	Neural	Neural Stem Cells	24387	1215/2926	44/60	-6.00333	-2.77158	0.56624
SRX1873451	TFs and others	MED1	Blood	SEM	19169	1920/2926	56/60	-5.93138	-2.73961	0.703056
SRX5738755	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24048	618/2926	30/60	-5.87547	-2.73961	0.42242
SRX2251223	TFs and others	BRD4	Prostate	C4-2	29879	807/2926	35/60	-5.86662	-2.73961	0.472805
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	823/2926	35/60	-5.77827	-2.68122	0.482179
SRX2270409	TFs and others	JMJD6	Others	Tumor	12999	915/2926	37/60	-5.72216	-2.67338	0.507103
SRX5738753	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	22856	564/2926	28/60	-5.71607	-2.67338	0.413046
SRX9550859	TFs and others	FOXA1	Prostate	Prostate cancer	34888	1285/2926	45/60	-5.65881	-2.64094	0.585555
SRX6473439	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	36458	1568/2926	50/60	-5.60858	-2.61419	0.643062
SRX5527607	TFs and others	EP300	Cardiovascular	HAEC	15525	469/2926	25/60	-5.55524	-2.58313	0.384689
SRX6473441	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	16651	805/2926	34/60	-5.49335	-2.54243	0.485505
SRX9178832	TFs and others	HAP1	Blood	HAP1	15452	1080/2926	40/60	-5.31074	-2.38002	0.553657
SRX6913082	TFs and others	BRD4	Blood	K-562	8600	741/2926	32/60	-5.12507	-2.22883	0.474838
SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	742/2926	32/60	-5.12176	-2.22883	0.475478
SRX2251225	TFs and others	BRD4	Prostate	C4-2	24585	666/2926	29/60	-4.74934	-1.87414	0.470927
SRX8570841	TFs and others	HAP1	Blood	KBM-7	30100	755/2926	31/60	-4.63551	-1.77734	0.499416
SRX7794488	TFs and others	HIF1A	Lung	BEAS-2B	2070	269/2926	17/60	-4.591	-1.75353	0.324474
SRX6913076	TFs and others	BRD3	Blood	K-562	5282	528/2926	25/60	-4.57474	-1.75353	0.433083
SRX8570842	TFs and others	HAP1	Blood	KBM-7	26302	529/2926	25/60	-4.56427	-1.75353	0.433903
SRX8949796	TFs and others	ASCL1	Prostate	NCI-H660	31713	1201/2926	41/60	-4.5349	-1.73888	0.60067
SRX6473440	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	16269	601/2926	27/60	-4.48674	-1.71476	0.456444
SRX6913075	TFs and others	BRD2	Blood	K-562	4170	493/2926	24/60	-4.48275	-1.71476	0.421224
SRX2897208	TFs and others	ESR1	Breast	Breast cancer cells	26916	1351/2926	44/60	-4.45803	-1.7034	0.629622
