SRX150511	TFs and others	CHD2	Uterus	HeLa	16185	1105/1536	39/98	-9.73812	-5.46465	1.80773
SRX6175622	TFs and others	SMC1A	Bone	A-673	17087	153/1536	32/98	-8.39391	-4.42148	0.305054
SRX5441327	TFs and others	PCF11	Uterus	HeLa	1004	45/1536	17/98	-7.46501	-3.78324	0.168888
SRX3271015	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	27558	131/1536	28/98	-7.45464	-3.78324	0.298503
SRX3468026	TFs and others	SS18	Others	Aska	2700	81/1536	21/98	-6.77198	-3.19749	0.246094
SRX8536120	TFs and others	NFYB	Blood	HUDEP-2	7952	642/1536	16/98	-6.69086	-3.19555	2.56006
SRX3436561	TFs and others	SSRP1	Bone	HT-1080	1571	28/1536	13/98	-6.59039	-3.16202	0.13742
SRX9237250	TFs and others	CSTF2	Blood	K-562	2276	49/1536	16/98	-6.32122	-2.95085	0.195394
SRX9237242	TFs and others	FIP1L1	Blood	K-562	2598	38/1536	14/98	-6.08337	-2.80902	0.173177
SRX4451215	TFs and others	ESR1	Breast	MCF-7	8992	74/1536	19/98	-6.08027	-2.80902	0.248492
SRX8337457	TFs and others	NFYA	Blood	HUDEP-2	4536	614/1536	16/98	-5.97719	-2.80902	2.4484
SRX8337455	TFs and others	NFYA	Blood	HUDEP-2	7683	813/1536	27/98	-5.96531	-2.80902	1.92115
SRX8337453	TFs and others	NFYA	Blood	HUDEP-2	6569	759/1536	24/98	-5.94	-2.80902	2.01774
SRX9237237	TFs and others	PAF1	Blood	K-562	2588	46/1536	15/98	-5.93636	-2.80902	0.19566
SRX5441328	TFs and others	PCF11	Uterus	HeLa	1487	54/1536	16/98	-5.84662	-2.77668	0.215332
SRX190358	TFs and others	SP1	Digestive tract	HCT 116	35477	1348/1536	67/98	-5.81163	-2.77668	1.28366
SRX8536119	TFs and others	NFYB	Blood	HUDEP-2	8252	610/1536	16/98	-5.78941	-2.77668	2.43245
SRX8536118	TFs and others	NFYB	Blood	HUDEP-2	11191	700/1536	21/98	-5.76973	-2.77668	2.12674
SRX7371439	TFs and others	TP53	Pluripotent stem cell	hESC derived mesodermal cells	1064	23/1536	11/98	-5.72839	-2.77668	0.133404
SRX9237248	TFs and others	CSTF2	Blood	K-562	2896	63/1536	17/98	-5.71501	-2.77668	0.236443
SRX9237240	TFs and others	FIP1L1	Blood	K-562	1444	35/1536	13/98	-5.70411	-2.77668	0.171775
SRX9237249	TFs and others	CSTF2	Blood	K-562	1545	35/1536	13/98	-5.70411	-2.77668	0.171775
SRX8337456	TFs and others	NFYA	Blood	HUDEP-2	3712	525/1536	12/98	-5.67009	-2.77668	2.79134
SRX3927298	TFs and others	GLTSCR1	Blood	MOLM-13	2143	56/1536	16/98	-5.66993	-2.77668	0.223307
SRX6857970	TFs and others	PGR	Uterus	Myometrium	14608	1043/1536	43/98	-5.6064	-2.7446	1.54757
SRX3468006	TFs and others	SS18	Others	Aska	1034	24/1536	11/98	-5.5865	-2.7446	0.139205
SRX9258685	TFs and others	INTS3	Kidney	293	842	24/1536	11/98	-5.5865	-2.7446	0.139205
SRX8536121	TFs and others	NFYB	Blood	HUDEP-2	6206	601/1536	16/98	-5.57091	-2.7446	2.39657
SRX150508	TFs and others	NFYB	Blood	K-562	12529	496/1536	11/98	-5.53766	-2.7362	2.87689
SRX9237238	TFs and others	PAF1	Blood	K-562	2657	90/1536	20/98	-5.53254	-2.7362	0.287109
SRX9237236	TFs and others	PAF1	Blood	K-562	2744	74/1536	18/98	-5.47816	-2.71115	0.262297
SRX4451207	TFs and others	ESR1	Breast	MCF-7	12128	91/1536	20/98	-5.4676	-2.71115	0.290299
SRX1165104	TFs and others	Epitope tags	Liver	Hep G2	10162	758/1536	25/98	-5.4661	-2.71115	1.93448
SRX8337458	TFs and others	NFYA	Blood	HUDEP-1	4774	596/1536	16/98	-5.36703	-2.63474	2.37663
SRX8673358	TFs and others	EGR1	Blood	Kasumi-1	22939	1038/1536	43/98	-5.36414	-2.63474	1.54015
SRX4046306	TFs and others	HCFC1	Blood	Erythroblasts	10450	888/1536	33/98	-5.34932	-2.63216	1.71686
SRX8299780	TFs and others	CDC73	Blood	K-562	2611	32/1536	12/98	-5.32732	-2.62206	0.170139
SRX6175639	TFs and others	SMC1A	Bone	TC-71	29956	225/1536	33/98	-5.27491	-2.61641	0.435014
SRX2059878	TFs and others	O-GlcNAc	Blood	BJAB	8170	752/1536	25/98	-5.26509	-2.61641	1.91917
SRX4417525	TFs and others	BRD4	Pluripotent stem cell	hESC derived neural cells	3950	511/1536	12/98	-5.2599	-2.61641	2.71691
SRX1212237	TFs and others	CREB1	Prostate	LNCAP	7583	769/1536	26/98	-5.25903	-2.61641	1.88707
SRX015141	TFs and others	FOS	Blood	K-562	8231	513/1536	12/98	-5.25641	-2.61641	2.72754
SRX150435	TFs and others	FOS	Blood	K-562	8213	513/1536	12/98	-5.25641	-2.61641	2.72754
SRX150712	TFs and others	SMARCA4	Blood	K-562	964	21/1536	10/98	-5.22876	-2.59875	0.133984
SRX150590	TFs and others	SMARCA4	Uterus	HeLa	193	16/1536	9/98	-5.19402	-2.58331	0.113426
SRX3265286	TFs and others	KDM1A	Breast	MDA-MB-231	559	16/1536	9/98	-5.19402	-2.58331	0.113426
SRX4001872	TFs and others	RAD21	Blood	THP-1	15915	153/1536	26/98	-5.18427	-2.5829	0.375451
SRX037419	TFs and others	NFYB	Blood	K-562	10238	601/1536	17/98	-5.0949	-2.50688	2.25559
SRX752909	TFs and others	CREB1	Prostate	LNCAP	12469	863/1536	32/98	-5.0891	-2.50688	1.72066
SRX4001763	TFs and others	RAD21	Blood	Macrophages	23813	174/1536	28/98	-5.08137	-2.50688	0.396484
SRX9258678	TFs and others	CPSF3L	Kidney	293	733	28/1536	11/98	-5.07049	-2.5046	0.162405
SRX4001868	TFs and others	RAD21	Blood	THP-1	19061	187/1536	29/98	-5.04434	-2.49413	0.411413
SRX8337454	TFs and others	NFYA	Blood	HUDEP-1	7206	761/1536	26/98	-5.04332	-2.49413	1.86744
SRX027271	TFs and others	SMARCA4	Uterus	HeLa	194	17/1536	9/98	-5.03144	-2.49037	0.120515
SRX1053367	TFs and others	MED1	Pluripotent stem cell	ES cells	1046	35/1536	12/98	-4.99918	-2.47224	0.186089
SRX4451208	TFs and others	ESR1	Breast	MCF-7	10912	81/1536	18/98	-4.99752	-2.47224	0.287109
SRX11196922	TFs and others	NELFB	Kidney	293	382	23/1536	10/98	-4.95321	-2.44083	0.146745
SRX4001764	TFs and others	RAD21	Blood	Macrophages	23276	178/1536	28/98	-4.95087	-2.44083	0.405599
SRX9975615	TFs and others	SMC1A	Bone	A-673	39758	546/1536	57/98	-4.91624	-2.42209	0.611157
SRX9237235	TFs and others	PAF1	Blood	K-562	2325	50/1536	14/98	-4.9133	-2.42209	0.227865
SRX150512	TFs and others	NFYA	Blood	K-562	4095	406/1536	8/98	-4.90549	-2.42209	3.23796
SRX1053376	TFs and others	MED1	Pluripotent stem cell	ES cells	510	36/1536	12/98	-4.89621	-2.42209	0.191406
SRX573033	TFs and others	AFF4	Uterus	HeLa	655	36/1536	12/98	-4.89621	-2.42209	0.191406
SRX3927294	TFs and others	SMARCA4	Blood	MOLM-13	44645	462/1536	51/98	-4.83431	-2.36703	0.577972
SRX6175631	TFs and others	SMC1A	Bone	TC-71	28751	201/1536	30/98	-4.8268	-2.36625	0.427474
SRX3285601	TFs and others	ESR1	Breast	FULR	3169	44/1536	13/98	-4.79787	-2.36156	0.215946
SRX8699714	TFs and others	INTS3	Digestive tract	DLD-1	1360	44/1536	13/98	-4.79787	-2.36156	0.215946
SRX1287858	TFs and others	BRD4	Blood	MOLM-14	1451	37/1536	12/98	-4.79618	-2.36156	0.196723
SRX573034	TFs and others	AFF4	Uterus	HeLa	760	37/1536	12/98	-4.79618	-2.36156	0.196723
SRX3927297	TFs and others	DPF2	Blood	MOLM-13	28821	224/1536	32/98	-4.73255	-2.30418	0.446615
SRX3881554	TFs and others	O-GlcNAc	Prostate	LNCAP	10561	890/1536	35/98	-4.67291	-2.25156	1.6224
SRX9975614	TFs and others	STAG2	Bone	A-673	5338	193/1536	29/98	-4.66714	-2.25156	0.424614
SRX2731316	TFs and others	PAF1	Digestive tract	HCT 116	1426	61/1536	15/98	-4.65829	-2.25156	0.259462
SRX4046302	TFs and others	CXXC1	Blood	Erythroblasts	9882	862/1536	33/98	-4.65579	-2.25156	1.66659
SRX4001762	TFs and others	RAD21	Blood	Macrophages	22781	175/1536	27/98	-4.64416	-2.24576	0.413532
SRX1053377	TFs and others	MED1	Pluripotent stem cell	ES cells	512	39/1536	12/98	-4.60444	-2.21507	0.207357
SRX4473688	TFs and others	SS18	Gonad	BIN-67	6613	196/1536	29/98	-4.60204	-2.21507	0.431214
SRX9730734	TFs and others	CDK9	Blood	THP-1	634	20/1536	9/98	-4.59142	-2.21007	0.141782
SRX6913043	TFs and others	BRD3	Blood	THP-1	491	26/1536	10/98	-4.58044	-2.21007	0.165885
SRX8699646	TFs and others	INTS5	Digestive tract	DLD-1	661	26/1536	10/98	-4.58044	-2.21007	0.165885
SRX5323873	TFs and others	ESR1	Breast	MCF-7	27115	329/1536	40/98	-4.53158	-2.17043	0.524772
SRX5323878	TFs and others	ESR1	Breast	MCF-7	22601	304/1536	38/98	-4.5224	-2.17043	0.510417
SRX5441325	TFs and others	PCF11	Uterus	HeLa	852	33/1536	11/98	-4.51996	-2.17043	0.191406
SRX326888	TFs and others	GABPA	Blood	Jurkat	18271	650/1536	21/98	-4.51923	-2.17043	1.97483
SRX6175630	TFs and others	RAD21	Bone	TC-71	38343	234/1536	32/98	-4.51021	-2.17043	0.466553
ERX1149121	TFs and others	CTCF	Unclassified	Unclassified	8834	137/1536	23/98	-4.5094	-2.17043	0.380038
SRX8080566	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	9424	666/1536	22/98	-4.485	-2.15405	1.93146
SRX6175638	TFs and others	RAD21	Bone	TC-71	33221	221/1536	31/98	-4.48234	-2.15405	0.454847
SRX8536131	TFs and others	NFYB	Blood	HUDEP-2	6411	434/1536	10/98	-4.47812	-2.15405	2.76901
SRX150713	TFs and others	SMARCB1	Blood	K-562	477	21/1536	9/98	-4.45846	-2.13924	0.148872
SRX4001869	TFs and others	RAD21	Blood	THP-1	17161	169/1536	26/98	-4.44761	-2.13319	0.414714
SRX1962094	TFs and others	MYF5	Muscle	RH-18	7796	158/1536	25/98	-4.42083	-2.11115	0.403229
SRX3230401	TFs and others	SP1	Liver	Hep G2	12274	848/1536	33/98	-4.41573	-2.11075	1.63952
SRX6777951	TFs and others	RAD21	Blood	HAP1	21724	246/1536	33/98	-4.40966	-2.10932	0.475616
SRX6175648	TFs and others	SMC1A	Bone	TC-71	28350	203/1536	29/98	-4.40223	-2.10649	0.446615
SRX326887	TFs and others	GABPA	Blood	Jurkat	23665	814/1536	31/98	-4.38714	-2.10378	1.67532
SRX1165095	TFs and others	Epitope tags	Liver	Hep G2	16032	829/1536	32/98	-4.38207	-2.10378	1.65287
SRX2940759	TFs and others	TP53	Epidermis	UACC-257	255	16/1536	8/98	-4.37979	-2.10378	0.127604
SRX7902050	TFs and others	NFE2L2	Prostate	DU 145	3096	235/1536	2/98	-4.37851	-2.10378	7.49674
SRX253228	TFs and others	SSRP1	Others	Fibrosarcoma	1593	65/1536	15/98	-4.37724	-2.10378	0.276476
SRX190175	TFs and others	CREB1	Lung	A549	14652	1113/1536	51/98	-4.36657	-2.09743	1.39239
SRX4001908	TFs and others	RAD21	Blood	THP-1	21284	160/1536	25/98	-4.35645	-2.09159	0.408333
SRX4001911	TFs and others	RAD21	Blood	THP-1	20346	172/1536	26/98	-4.33852	-2.07919	0.422075
SRX2527756	TFs and others	Epitope tags	Bone	A-673	1540	22/1536	9/98	-4.33147	-2.07919	0.155961
SRX8699715	TFs and others	INTS3	Digestive tract	DLD-1	294	22/1536	9/98	-4.33147	-2.07919	0.155961
SRX4451206	TFs and others	ESR1	Breast	MCF-7	6935	66/1536	15/98	-4.31017	-2.06201	0.280729
SRX4451216	TFs and others	ESR1	Breast	MCF-7	9685	102/1536	19/98	-4.30046	-2.05638	0.342516
SRX10913942	TFs and others	SP1	Epidermis	Dermal fibroblast	4234	432/1536	10/98	-4.29265	-2.05261	2.75625
SRX265428	TFs and others	CTCF	Breast	SUM 159PT	45776	1098/1536	50/98	-4.28738	-2.05134	1.40109
SRX3342251	TFs and others	HIF1A	Prostate	PC-3	29162	1136/1536	53/98	-4.27402	-2.04195	1.36753
SRX5323871	TFs and others	ESR1	Breast	MCF-7	24701	301/1536	37/98	-4.26661	-2.03847	0.519039
SRX8536130	TFs and others	NFYB	Blood	HUDEP-2	8287	527/1536	15/98	-4.24839	-2.02517	2.24158
SRX8699647	TFs and others	INTS5	Digestive tract	DLD-1	273	17/1536	8/98	-4.23416	-2.02517	0.135579
SRX190189	TFs and others	TAF1	Uterus	ECC-1	11555	689/1536	24/98	-4.23182	-2.02517	1.83165
SRX246953	TFs and others	ERCC3	Bone	HT-1080	932	36/1536	11/98	-4.22973	-2.02517	0.208807
SRX4708086	TFs and others	AGO1	Blood	K-562	3215	94/1536	18/98	-4.2266	-2.02517	0.333189
SRX8536128	TFs and others	NFYB	Blood	HUDEP-2	4143	403/1536	9/98	-4.22302	-2.02517	2.85692
SRX2881137	TFs and others	NANOG	Pluripotent stem cell	hESC H9	21132	59/1536	14/98	-4.2225	-2.02517	0.26888
SRX7677740	TFs and others	XRN2	Digestive tract	DLD-1	805	59/1536	14/98	-4.2225	-2.02517	0.26888
SRX5323872	TFs and others	ESR1	Breast	MCF-7	22865	262/1536	34/98	-4.21945	-2.02517	0.491651
SRX8536129	TFs and others	NFYB	Blood	HUDEP-2	3404	400/1536	9/98	-4.2112	-2.02289	2.83565
SRX8699711	TFs and others	INTS3	Digestive tract	DLD-1	300	23/1536	9/98	-4.20999	-2.02289	0.16305
SRX150628	TFs and others	IRF1	Blood	K-562	9693	822/1536	32/98	-4.19319	-2.01236	1.63892
SRX4417524	TFs and others	BRD4	Pluripotent stem cell	hESC derived neural cells	4453	546/1536	16/98	-4.1924	-2.01236	2.17725
SRX4786545	TFs and others	TET2	Breast	MCF-7	5613	621/1536	20/98	-4.18829	-2.01174	1.98105
SRX5974543	TFs and others	CTCF	Blood	K-562	11417	124/1536	21/98	-4.17868	-2.00846	0.376736
SRX6175604	TFs and others	SMC1A	Bone	A-673	15562	140/1536	23/98	-4.17812	-2.00846	0.388361
SRX4001909	TFs and others	RAD21	Blood	THP-1	18881	154/1536	24/98	-4.16256	-1.99631	0.409397
SRX3581481	TFs and others	Epitope tags	Pluripotent stem cell	iPS derived neural cells	2267	30/1536	10/98	-4.1453	-1.98661	0.191406
SRX5974575	TFs and others	CTCF	Blood	K-562	2077	37/1536	11/98	-4.13869	-1.98661	0.214607
SRX747777	TFs and others	ESR1	Breast	MCF-7	7454	37/1536	11/98	-4.13869	-1.98661	0.214607
SRX5709753	TFs and others	CTCF	Breast	MCF-7	3685	505/1536	14/98	-4.13776	-1.98661	2.30143
SRX6780893	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	5266	565/1536	17/98	-4.13622	-1.98661	2.12048
SRX1514938	TFs and others	GFP	Kidney	293	5619	125/1536	21/98	-4.13271	-1.98635	0.379774
SRX2436063	TFs and others	NEUROD1	Neural	D283 Med	14550	69/1536	15/98	-4.11608	-1.97295	0.29349
SRX4451217	TFs and others	ESR1	Breast	MCF-7	11273	106/1536	19/98	-4.09674	-1.96003	0.355948
SRX130089	TFs and others	SMAD3	Pluripotent stem cell	hESC derived mesendodermal cells	1080	18/1536	8/98	-4.09631	-1.96003	0.143555
SRX4708077	TFs and others	FUS	Blood	K-562	418	24/1536	9/98	-4.09362	-1.96003	0.170139
SRX4001910	TFs and others	RAD21	Blood	THP-1	24732	210/1536	29/98	-4.07174	-1.94129	0.462015
SRX8673364	TFs and others	SP1	Blood	Kasumi-1	2091	304/1536	5/98	-4.061	-1.93366	3.87917
SRX4599937	TFs and others	Epitope tags	Kidney	293	533	31/1536	10/98	-4.04586	-1.93154	0.197786
SRX5771668	TFs and others	SOX2	Gonad	N2102Ep	19712	31/1536	10/98	-4.04586	-1.93154	0.197786
SRX6101129	TFs and others	SOX2	Pluripotent stem cell	hESC H9	16438	31/1536	10/98	-4.04586	-1.93154	0.197786
