SRX5551019	TFs and others	Rbpj	Unclassified	Unclassified	35714	31/86	1457/2027	-10.7481	-6.63734	0.501484
SRX3602876	TFs and others	Brd4	Pluripotent stem cell	iPS cells	3327	23/86	96/2027	-10.2425	-6.53636	5.64692
SRX5578672	TFs and others	Biotin	Pluripotent stem cell	ES cells	795	11/86	10/2027	-10.17	-6.53636	25.9267
SRX5578677	TFs and others	Biotin	Pluripotent stem cell	ES cells	893	11/86	12/2027	-9.61537	-6.20358	21.6056
SRX7409684	TFs and others	Kdm1a	Pluripotent stem cell	ES cells	409	11/86	12/2027	-9.61537	-6.20358	21.6056
ERX1965609	TFs and others	Klf4	Embryo	Embryonic cells	3066	23/86	107/2027	-9.4163	-6.08827	5.0664
SRX3770748	TFs and others	Yap1	Liver	Hepatocytes	180	10/86	9/2027	-9.29594	-6.08827	26.1886
SRX4513888	TFs and others	Kat8	Blood	HPC-7	186	10/86	9/2027	-9.29594	-6.08827	26.1886
SRX5578678	TFs and others	Biotin	Pluripotent stem cell	ES cells	392	11/86	14/2027	-9.12625	-6.01549	18.5191
SRX5578685	TFs and others	Biotin	Pluripotent stem cell	ES cells	9186	11/86	14/2027	-9.12625	-6.01549	18.5191
SRX2416686	TFs and others	Smarcad1	Pluripotent stem cell	ES cells	825	10/86	10/2027	-9.00943	-5.94006	23.5698
SRX5578676	TFs and others	Biotin	Pluripotent stem cell	ES cells	282	11/86	15/2027	-8.90185	-5.90504	17.2845
SRX8082197	TFs and others	Dpf3	Muscle	C2C12	265	11/86	15/2027	-8.90185	-5.90504	17.2845
SRX6927321	TFs and others	Epitope tags	Blood	CD4+ T cells	1063	10/86	11/2027	-8.74313	-5.7785	21.4271
SRX316697	TFs and others	Srebf1	Liver	Liver	468	10/86	12/2027	-8.49442	-5.61411	19.6415
SRX7409683	TFs and others	Kdm1a	Pluripotent stem cell	ES cells	394	10/86	12/2027	-8.49442	-5.61411	19.6415
SRX8082195	TFs and others	Hdgfrp2	Muscle	C2C12	248	10/86	12/2027	-8.49442	-5.61411	19.6415
SRX1975680	TFs and others	Arid4b	Gonad	Testis	517	12/86	23/2027	-8.43007	-5.59291	12.2973
SRX3205484	TFs and others	Pitx1	Epidermis	Carcinoma, Squamous Cell	449	9/86	8/2027	-8.42491	-5.59291	26.516
SRX2500402	TFs and others	Top2b	Neural	Cerebellar granule neurons	166	10/86	13/2027	-8.26117	-5.45144	18.1306
ERX2604606	TFs and others	Med12	Pluripotent stem cell	ES cells	7651	37/86	322/2027	-8.23171	-5.44317	2.70833
SRX4171349	TFs and others	Epitope tags	Pluripotent stem cell	ES cells	232	9/86	9/2027	-8.13844	-5.37802	23.5698
SRX316700	TFs and others	Srebf1	Liver	Liver	719	10/86	14/2027	-8.04162	-5.37802	16.8355
SRX3661345	TFs and others	Trim28	Neural	Neuro-2a	1676	10/86	14/2027	-8.04162	-5.37802	16.8355
SRX3666129	TFs and others	Epitope tags	Pluripotent stem cell	ES cells	487	10/86	14/2027	-8.04162	-5.37802	16.8355
SRX5578674	TFs and others	Biotin	Pluripotent stem cell	ES cells	280	10/86	14/2027	-8.04162	-5.37802	16.8355
SRX8330921	TFs and others	Cirh1a	Pluripotent stem cell	ES cells	333	10/86	14/2027	-8.04162	-5.37802	16.8355
SRX8330922	TFs and others	Utp3	Pluripotent stem cell	ES cells	487	10/86	14/2027	-8.04162	-5.37802	16.8355
SRX3637294	TFs and others	Rela	Blood	Macrophages	29771	23/86	1182/2027	-8.00429	-5.35593	0.458633
SRX3424224	TFs and others	Epitope tags	Pluripotent stem cell	mESC derived neural cells	767	11/86	20/2027	-7.93452	-5.3303	12.9634
SRX3721370	TFs and others	Epitope tags	Pluripotent stem cell	ES cells	198	9/86	10/2027	-7.87424	-5.3303	21.2128
SRX5198497	TFs and others	Gata6	Lung	Lung	1255	9/86	10/2027	-7.87424	-5.3303	21.2128
SRX7810879	TFs and others	Dnmt3b	Breast	4T1	779	9/86	10/2027	-7.87424	-5.3303	21.2128
SRX8688382	TFs and others	Ybx1	Blood	Ba/F3	212	9/86	10/2027	-7.87424	-5.3303	21.2128
SRX4171353	TFs and others	Epitope tags	Pluripotent stem cell	ES cells	216	8/86	6/2027	-7.87286	-5.3303	31.4264
SRX8428839	TFs and others	Nanog	Pluripotent stem cell	ES cells	914	8/86	6/2027	-7.87286	-5.3303	31.4264
SRX8428846	TFs and others	Nanog	Pluripotent stem cell	ES cells	175	8/86	6/2027	-7.87286	-5.3303	31.4264
SRX2754633	TFs and others	Prdm15	Pluripotent stem cell	ES cells	8700	44/86	454/2027	-7.84709	-5.31612	2.28429
SRX5578686	TFs and others	Biotin	Pluripotent stem cell	ES cells	3063	10/86	15/2027	-7.83431	-5.31462	15.7132
SRX316698	TFs and others	Srebf1	Liver	Liver	598	10/86	16/2027	-7.638	-5.1885	14.7311
SRX2162093	TFs and others	Eed	Cardiovascular	Heart Ventricles	164	9/86	11/2027	-7.62916	-5.1885	19.2844
SRX2324468	TFs and others	Zfp384	Gonad	Spermatogonia	424	9/86	11/2027	-7.62916	-5.1885	19.2844
SRX5534183	TFs and others	Pou3f1	Embryonic fibroblast	MEF	142	9/86	11/2027	-7.62916	-5.1885	19.2844
SRX7130035	TFs and others	Epitope tags	Embryonic fibroblast	MEF	152	9/86	11/2027	-7.62916	-5.1885	19.2844
SRX8688380	TFs and others	Ybx1	Blood	Ba/F3	210	9/86	11/2027	-7.62916	-5.1885	19.2844
SRX8688381	TFs and others	Ybx1	Blood	Ba/F3	216	9/86	11/2027	-7.62916	-5.1885	19.2844
SRX5131516	TFs and others	Kdm1a	Neural	Medulloblastoma	7570	64/86	883/2027	-7.62716	-5.1885	1.70834
SRX5551020	TFs and others	Rbpj	Unclassified	Unclassified	37151	36/86	1447/2027	-7.58556	-5.15604	0.586394
SRX2923287	TFs and others	Smarca4	Embryonic fibroblast	MEF	129	8/86	7/2027	-7.55641	-5.15322	26.9369
