SRX424010	TFs and others	KDM4C	Digestive tract	KYSE-150	10469	348/560	171/364	-5.14116	-1.2491	1.32281
SRX7719080	TFs and others	SMAD3	Others	H69	10951	342/560	168/364	-4.98206	-1.2491	1.32321
SRX971780	TFs and others	KMT2D	Blood	OCI-LY-7	20210	398/560	208/364	-4.81658	-1.2491	1.24375
SRX5824565	TFs and others	BRD2	Breast	SUM 149PT	18272	391/560	203/364	-4.75803	-1.2491	1.25197
SRX4377546	TFs and others	BRD2	Breast	SUM 159PT	13233	363/560	184/364	-4.67988	-1.2491	1.28234
SRX2251223	TFs and others	BRD4	Prostate	C4-2	29879	393/560	206/364	-4.51219	-1.19388	1.24005
SRX2198835	TFs and others	LARP7	Uterus	HeLa	31176	414/560	221/364	-4.47854	-1.19388	1.21765
SRX7030930	TFs and others	NELFA	Breast	MCF-7	14210	323/560	159/364	-4.41616	-1.1895	1.32044
SRX7692444	TFs and others	POLR2C	Breast	MCF-7	11032	326/560	162/364	-4.2903	-1.14957	1.30802
SRX6913055	TFs and others	BRD2	Blood	THP-1	10062	328/560	164/364	-4.17184	-1.14957	1.3
SRX129084	TFs and others	MAX	Blood	P493-6	20600	388/560	205/364	-4.08847	-1.14957	1.23024
SRX9419922	TFs and others	BRD4	Breast	SK-BR-3	30601	384/560	203/364	-4.05047	-1.14957	1.22956
SRX753148	TFs and others	GTF2I	Pluripotent stem cell	iPS cells	2025	2/560	14/364	-4.03765	-1.14957	0.0928571
SRX9419923	TFs and others	BRD4	Breast	SK-BR-3	25843	326/560	164/364	-4.034	-1.14957	1.29207
SRX3468053	TFs and others	SUZ12	Others	Fibroblasts	2227	26/560	43/364	-4.02489	-1.14957	0.393023
SRX4377545	TFs and others	BRD2	Breast	SUM 159PT	12755	358/560	185/364	-4.02342	-1.14957	1.25784
SRX244178	TFs and others	MED1	Blood	MM.1S	13892	306/560	151/364	-4.02327	-1.14957	1.31722
SRX7748766	TFs and others	BRD2	Digestive tract	DLD-1	25358	419/560	228/364	-4.01775	-1.14957	1.19452
SRX3230377	TFs and others	ARID5B	Liver	Hep G2	54036	404/560	217/364	-3.98264	-1.14957	1.21014
SRX6102133	TFs and others	NELFE	Uterus	HeLa	14465	338/560	172/364	-3.95237	-1.14957	1.27733
SRX6102134	TFs and others	NELFE	Uterus	HeLa	14590	319/560	160/364	-3.91428	-1.14957	1.29594
SRX5824566	TFs and others	BRD2	Breast	SUM 149PT	14559	355/560	184/364	-3.88879	-1.14957	1.25408
SRX2537516	TFs and others	BRD2	Epidermis	SK-MEL-147	18741	378/560	200/364	-3.88589	-1.14957	1.2285
SRX2194261	TFs and others	BRD4	Breast	SUM 159PT	32249	352/560	182/364	-3.87751	-1.14957	1.25714
SRX129090	TFs and others	MED1	Neural	U-87 MG	18843	115/560	40/364	-3.84549	-1.14957	1.86875
SRX3468052	TFs and others	SUZ12	Others	Fibroblasts	3060	31/560	47/364	-3.84527	-1.14957	0.428723
SRX10333914	TFs and others	NELFA	Digestive tract	DLD-1	12641	389/560	208/364	-3.84255	-1.14957	1.21562
SRX190189	TFs and others	TAF1	Uterus	ECC-1	11555	342/560	176/364	-3.83217	-1.14957	1.26307
SRX734409	TFs and others	AR	Prostate	CWR22Pc	30897	295/560	145/364	-3.80336	-1.136	1.32241
SRX4385550	TFs and others	SUPT5H	Digestive tract	HCT 116	13715	420/560	230/364	-3.78312	-1.13049	1.18696
SRX7692436	TFs and others	POLR2C	Digestive tract	HCT 116	17944	445/560	249/364	-3.74273	-1.10434	1.16165
SRX359404	TFs and others	EP300	Kidney	293	3020	113/560	40/364	-3.70049	-1.08938	1.83625
SRX129085	TFs and others	MAX	Neural	U-87 MG	47421	457/560	258/364	-3.69072	-1.08938	1.15136
SRX4824369	TFs and others	BRD4	Prostate	22Rv1	11093	231/560	106/364	-3.68766	-1.08938	1.41651
SRX327755	TFs and others	MED1	Blood	MM.1S	17194	310/560	156/364	-3.66991	-1.08782	1.29167
SRX3881554	TFs and others	O-GlcNAc	Prostate	LNCAP	10561	380/560	203/364	-3.66127	-1.08782	1.21675
SRX5824570	TFs and others	BRD2	Breast	SUM 149PT	17177	392/560	211/364	-3.63738	-1.08339	1.20758
SRX1287850	TFs and others	CDK8	Blood	MOLM-14	18830	268/560	129/364	-3.6278	-1.08339	1.35039
SRX1041842	TFs and others	TRIM24	Prostate	LNCAP	13175	343/560	178/364	-3.61135	-1.08339	1.25253
SRX1637465	TFs and others	BRD4	Blood	MOLT-4	14897	245/560	115/364	-3.60512	-1.08339	1.38478
SRX5824579	TFs and others	BRD2	Breast	SUM 159PT	15456	386/560	207/364	-3.59355	-1.08339	1.21208
SRX1036365	TFs and others	RUNX1	Blood	Peripheral blood stem cells	17551	365/560	193/364	-3.58345	-1.08339	1.22927
SRX10881808	TFs and others	PBRM1	Kidney	G-401	12666	317/560	161/364	-3.56647	-1.08339	1.27981
SRX7677719	TFs and others	NELFCD	Digestive tract	DLD-1	14904	422/560	233/364	-3.56246	-1.08339	1.17725
SRX5824561	TFs and others	BRD2	Breast	SUM 149PT	11873	318/560	162/364	-3.55993	-1.08339	1.27593
SRX8706940	TFs and others	E2F1	Prostate	C4-2	12720	378/560	202/364	-3.54189	-1.07489	1.21634
SRX10881849	TFs and others	SS18	Others	BT-16	26048	405/560	221/364	-3.5105	-1.06944	1.19118
SRX2565135	TFs and others	E2F1	Prostate	LNCAP	17511	454/560	257/364	-3.51036	-1.06944	1.14825
SRX7677723	TFs and others	SUPT5H	Digestive tract	DLD-1	17114	428/560	238/364	-3.509	-1.06944	1.16891
SRX6066491	TFs and others	POLR2C	Digestive tract	HCT 116	17991	453/560	257/364	-3.48239	-1.06248	1.14572
SRX5824594	TFs and others	BRD2	Breast	SUM 159PT	12347	334/560	173/364	-3.47565	-1.06248	1.25491
SRX6913062	TFs and others	BRD4	Blood	THP-1	4438	109/560	39/364	-3.47336	-1.06248	1.81667
SRX6961668	TFs and others	SUPT5H	Digestive tract	HCT 116	16208	413/560	227/364	-3.46796	-1.06248	1.1826
SRX4727911	TFs and others	TP53BP1	Pluripotent stem cell	hESC H9	7548	254/560	122/364	-3.43915	-1.05052	1.35328
SRX9419925	TFs and others	BRD4	Breast	SK-BR-3	17676	231/560	108/364	-3.43641	-1.05052	1.39028
SRX6370188	TFs and others	CBX7	Pluripotent stem cell	NT2-D1	5201	38/560	51/364	-3.43209	-1.05052	0.484314
SRX6913074	TFs and others	BRD2	Blood	K-562	5230	168/560	71/364	-3.40445	-1.04721	1.53803
SRX3472379	TFs and others	TP53BP1	Pluripotent stem cell	hESC H9	5979	202/560	91/364	-3.40442	-1.04721	1.44286
SRX4367431	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	11034	391/560	212/364	-3.39928	-1.04721	1.19882
SRX9419956	TFs and others	BRD4	Breast	SK-BR-3	26316	345/560	181/364	-3.39141	-1.04721	1.23895
SRX7196724	TFs and others	BMI1	Neural	SF8628	3487	44/560	9/364	-3.3662	-1.04721	3.17778
SRX5075174	TFs and others	SMARCA4	Neural	Neural progenitor cells	34486	337/560	176/364	-3.36602	-1.04721	1.2446
SRX5824560	TFs and others	BRD2	Breast	SUM 149PT	14859	366/560	195/364	-3.36534	-1.04721	1.22
SRX150417	TFs and others	MAZ	Blood	K-562	29714	387/560	210/364	-3.36449	-1.04721	1.19786
SRX5824569	TFs and others	BRD2	Breast	SUM 149PT	16930	386/560	209/364	-3.36405	-1.04721	1.20048
SRX10881806	TFs and others	PBRM1	Kidney	G-401	10235	285/560	142/364	-3.35396	-1.04375	1.30458
SRX1892834	TFs and others	TFAP4	Digestive tract	SNU-1750	27215	361/560	192/364	-3.34145	-1.03777	1.22214
SRX8570947	TFs and others	HAP1	Blood	KBM-7	29427	88/560	92/364	-3.32823	-1.03711	0.621739
SRX2513053	TFs and others	TET2	Blood	Jurkat	25447	359/560	191/364	-3.32801	-1.03711	1.22173
SRX6384755	TFs and others	MED26	Digestive tract	HCT 116	19104	418/560	232/364	-3.28526	-1.00751	1.17112
SRX2559013	TFs and others	RAD21	Cardiovascular	HUVEC	21921	62/560	71/364	-3.2848	-1.00751	0.567606
SRX2711485	TFs and others	USP7	Blood	Jurkat	16463	341/560	179/364	-3.27428	-1.00751	1.23827
SRX059716	TFs and others	EZH2	Prostate	VCaP	1458	4/560	15/364	-3.27394	-1.00751	0.173333
SRX9702210	TFs and others	IRF3	Blood	MM.1S	28869	366/560	196/364	-3.25435	-0.995247	1.21378
SRX3230388	TFs and others	KAT7	Liver	Hep G2	3205	100/560	35/364	-3.24994	-0.995247	1.85714
SRX10333909	TFs and others	SUPT5H	Digestive tract	DLD-1	13854	325/560	169/364	-3.2363	-0.98736	1.25
SRX6102135	TFs and others	NELFE	Uterus	HeLa	13632	304/560	155/364	-3.23007	-0.986806	1.27484
SRX6961666	TFs and others	SUPT5H	Digestive tract	HCT 116	18211	422/560	236/364	-3.20399	-0.976623	1.16229
SRX3230413	TFs and others	ZNF219	Liver	Hep G2	36560	352/560	187/364	-3.19836	-0.976623	1.22353
SRX3031986	TFs and others	BRD4	Blood	MV-4-11	14661	198/560	90/364	-3.19611	-0.976623	1.43
SRX3102569	TFs and others	TP53	Digestive tract	SW 480	24841	259/560	127/364	-3.19108	-0.976623	1.32559
SRX6066490	TFs and others	POLR2C	Digestive tract	HCT 116	18388	441/560	250/364	-3.18951	-0.976623	1.1466
SRX6066493	TFs and others	POLR2C	Digestive tract	HCT 116	18544	449/560	256/364	-3.17952	-0.976623	1.14004
SRX204906	TFs and others	MED1	Blood	MM.1S	18533	343/560	181/364	-3.17267	-0.976623	1.23177
SRX5527609	TFs and others	EP300	Cardiovascular	HAEC	19398	343/560	181/364	-3.17267	-0.976623	1.23177
SRX734412	TFs and others	AR	Prostate	CWR22Pc	28613	268/560	133/364	-3.15982	-0.976623	1.30977
SRX2267440	TFs and others	BRD4	Epidermis	A-375	13448	138/560	56/364	-3.15913	-0.976623	1.60179
SRX094469	TFs and others	TCF7L2	Digestive tract	HCT 116	15804	239/560	115/364	-3.15614	-0.976623	1.35087
SRX9550863	TFs and others	FOXA1	Prostate	Prostate cancer	61591	239/560	115/364	-3.15614	-0.976623	1.35087
SRX8064815	TFs and others	E2F6	Blood	Lymphoblastoid cell line	3299	15/560	0/364	-3.1449	-0.976623	inf
SRX4377544	TFs and others	BRD2	Breast	SUM 159PT	23777	427/560	240/364	-3.14367	-0.976623	1.15646
SRX2281247	TFs and others	KMT2A	Blood	SEM	12471	365/560	196/364	-3.14259	-0.976623	1.21046
SRX2194273	TFs and others	BRD4	Breast	SUM 159PT	24980	321/560	167/364	-3.12901	-0.968897	1.2494
SRX5757568	TFs and others	SMAD3	Breast	WHIM12	13355	400/560	221/364	-3.12128	-0.968897	1.17647
SRX10881807	TFs and others	PBRM1	Others	BT-16	7701	251/560	122/364	-3.11807	-0.968897	1.3373
SRX2585781	TFs and others	E2F1	Breast	MDA-MB-231	29852	412/560	229/364	-3.11638	-0.968897	1.16943
SRX7677724	TFs and others	SUPT5H	Digestive tract	DLD-1	15043	396/560	218/364	-3.09975	-0.956767	1.18073
SRX8080547	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	4602	67/560	20/364	-3.09426	-0.955732	2.1775
SRX7692437	TFs and others	POLR2C	Digestive tract	HCT 116	18669	448/560	256/364	-3.05165	-0.920202	1.1375
SRX5757564	TFs and others	SMAD3	Breast	SUM 159PT	15952	404/560	224/364	-3.04979	-0.920202	1.17232
SRX2867628	TFs and others	BRD4	Blood	Lymphoblastoid cell line	11892	275/560	138/364	-3.04443	-0.920202	1.29529
SRX9419954	TFs and others	BRD4	Breast	SK-BR-3	22982	329/560	173/364	-3.03473	-0.920202	1.23613
SRX204905	TFs and others	BRD4	Blood	MM.1S	21154	416/560	233/364	-3.03338	-0.920202	1.16052
SRX327758	TFs and others	CDK9	Blood	MM.1S	8696	281/560	142/364	-3.03169	-0.920202	1.28627
SRX7692443	TFs and others	POLR2C	Breast	MCF-7	11108	323/560	169/364	-3.02764	-0.920202	1.24231
SRX2194279	TFs and others	BRD4	Breast	SUM 159PT	34603	384/560	210/364	-3.02465	-0.920202	1.18857
SRX6066492	TFs and others	POLR2C	Digestive tract	HCT 116	18389	446/560	255/364	-3.0183	-0.91793	1.13686
SRX1134746	TFs and others	BRD4	Blood	MV-4-11	24365	307/560	159/364	-3.01035	-0.914552	1.25503
SRX5426122	TFs and others	JARID2	Pluripotent stem cell	NT2-D1	2114	11/560	23/364	-3.00688	-0.914552	0.31087
SRX9571475	TFs and others	Epitope tags	Blood	K-562	30470	396/560	219/364	-2.98967	-0.91385	1.17534
SRX5236332	TFs and others	ERG	Cardiovascular	HUVEC	4482	75/560	24/364	-2.98762	-0.91385	2.03125
SRX190358	TFs and others	SP1	Digestive tract	HCT 116	35477	410/560	229/364	-2.98461	-0.91385	1.16376
