SRX020179	TFs and others	Rxra	Liver	Liver	26158	18/88	147/169	-25.7719	-21.7734	0.235158
SRX020180	TFs and others	Rxra	Liver	Liver	30892	21/88	149/169	-24.4791	-20.7817	0.270668
SRX2375607	TFs and others	Hnf4a	Liver	Liver	34640	22/88	150/169	-24.276	-20.7546	0.281667
SRX2375602	TFs and others	Prox1	Liver	Liver	22246	15/88	139/169	-24.1071	-20.7107	0.207243
SRX6817423	TFs and others	Hnf4a	Liver	Liver	24867	18/88	143/169	-23.6241	-20.3246	0.241736
SRX5028170	TFs and others	Ncor1	Liver	Liver	32673	21/88	147/169	-23.3627	-20.1823	0.274351
SRX2375608	TFs and others	Hnf4a	Liver	Liver	35908	24/88	151/169	-23.3357	-20.1823	0.305238
SRX5028184	TFs and others	Ppara	Liver	Liver	25921	20/88	144/169	-22.558	-19.4626	0.26673
SRX020175	TFs and others	Rxra	Liver	Liver	33259	23/88	148/169	-22.3896	-19.4325	0.298449
SRX10659676	TFs and others	Hnf4a	Liver	Liver	32410	23/88	148/169	-22.3896	-19.4325	0.298449
SRX5028181	TFs and others	Ppara	Liver	Liver	31014	23/88	148/169	-22.3896	-19.4325	0.298449
SRX950626	TFs and others	Cebpb	Liver	Liver	33429	27/88	153/169	-22.3253	-19.406	0.338904
SRX5028185	TFs and others	Ppara	Liver	Liver	32623	22/88	146/169	-22.071	-19.1865	0.289384
SRX2375601	TFs and others	Prox1	Liver	Liver	22210	18/88	140/169	-21.9632	-19.1109	0.246916
SRX2375600	TFs and others	Prox1	Liver	Liver	17725	14/88	132/169	-21.7365	-18.9141	0.203685
SRX5028180	TFs and others	Ppara	Liver	Liver	29458	22/88	145/169	-21.5567	-18.7623	0.291379
SRX10659674	TFs and others	Hnf4a	Liver	Liver	23690	19/88	140/169	-21.2947	-18.5267	0.260633
SRX020176	TFs and others	Rxra	Liver	Liver	36311	24/88	147/169	-21.1265	-18.3833	0.313544
SRX10659672	TFs and others	Hnf4a	Liver	Liver	26450	22/88	144/169	-20.9857	-18.266	0.293403
SRX10659675	TFs and others	Hnf4a	Liver	Liver	35321	26/88	149/169	-20.7627	-18.0763	0.335113
SRX661416	TFs and others	Cebpb	Liver	Liver	44120	31/88	155/169	-20.7526	-18.0763	0.384091
SRX661412	TFs and others	Nr3c1	Liver	Liver	27444	23/88	145/169	-20.6625	-18.0064	0.304624
SRX265309	TFs and others	Nr3c1	Liver	Liver	24879	16/88	133/169	-20.5536	-17.9169	0.231032
SRX661421	TFs and others	Nr3c1	Liver	Liver	31848	25/88	147/169	-20.4158	-17.7975	0.326608
SRX5142530	TFs and others	Ppara	Liver	Liver	32134	23/88	144/169	-20.3033	-17.7028	0.306739
SRX5028171	TFs and others	Ncor1	Liver	Liver	26423	20/88	139/169	-19.9342	-17.3507	0.276324
SRX5028172	TFs and others	Ncor1	Liver	Liver	32757	23/88	142/169	-19.3097	-16.7426	0.31106
