SRX3141813	TFs and others	Ezh2	Pluripotent stem cell	ES cells	1664	4/7	0/109	-5.31086	-1.36357	inf
SRX10117202	TFs and others	Rnf2	Pluripotent stem cell	ES cells	1440	4/7	2/109	-4.15365	-0.847913	31.1429
SRX265317	TFs and others	Cebpb	Liver	Liver	40101	0/7	82/109	-3.93789	-0.847913	0
SRX026292	TFs and others	Ezh2	Pluripotent stem cell	ES cells	516	3/7	0/109	-3.85984	-0.847913	inf
SRX206419	TFs and others	Cbx7	Pluripotent stem cell	ES cells	775	3/7	0/109	-3.85984	-0.847913	inf
SRX2199819	TFs and others	Epitope tags	Pluripotent stem cell	ES cells	1533	3/7	0/109	-3.85984	-0.847913	inf
SRX265316	TFs and others	Cebpb	Liver	Liver	36549	0/7	81/109	-3.84098	-0.847913	0
SRX747491	TFs and others	Epitope tags	Pancreas	MIN6B1	10807	5/7	8/109	-3.82734	-0.847913	9.73214
SRX1539904	TFs and others	Rnf2	Pluripotent stem cell	ES cells	2114	4/7	3/109	-3.7952	-0.847913	20.7619
SRX2031362	TFs and others	Ezh2	Pluripotent stem cell	ES cells	1558	4/7	3/109	-3.7952	-0.847913	20.7619
SRX950626	TFs and others	Cebpb	Liver	Liver	33429	0/7	80/109	-3.74708	-0.841185	0
SRX1158301	TFs and others	Rnf2	Pluripotent stem cell	ES cells	2191	4/7	4/109	-3.50377	-0.741082	15.5714
SRX6768058	TFs and others	Rnf2	Pluripotent stem cell	ES cells	1856	4/7	4/109	-3.50377	-0.741082	15.5714
SRX7037545	TFs and others	Epop	Pluripotent stem cell	ES cells	1999	4/7	4/109	-3.50377	-0.741082	15.5714
SRX9101866	TFs and others	Rnf2	Pluripotent stem cell	ES cells	2046	4/7	4/109	-3.50377	-0.741082	15.5714
SRX661412	TFs and others	Nr3c1	Liver	Liver	27444	0/7	75/109	-3.31681	-0.741082	0
SRX6817413	TFs and others	Cebpa	Liver	Liver	32443	0/7	75/109	-3.31681	-0.741082	0
